timestamp,0
2023-08-12,0.0
2023-08-14,0.0
2023-08-16,0.0
2023-08-18,0.0
2023-08-20,-69052.10378309543
2023-08-22,0.0
2023-08-24,0.0
2023-08-26,0.0
2023-08-28,0.0
2023-08-30,0.0
2023-09-01,0.0
2023-09-03,0.0
2023-09-05,0.0
2023-09-07,0.0
2023-09-09,0.0
2023-09-11,0.0
2023-09-13,0.0
2023-09-15,0.0
2023-09-17,0.0
2023-09-19,0.0
2023-09-21,0.0
2023-09-23,0.0
2023-09-25,0.0
2023-09-27,0.0
2023-09-29,0.0
2023-10-01,0.0
2023-10-03,0.0
2023-10-05,712255.0765942289
2023-10-07,0.0
2023-10-09,0.0
2023-10-11,0.0
2023-10-13,0.0
2023-10-15,0.0
2023-10-17,-249.37655860348605
2023-10-19,0.0
2023-10-21,0.0
2023-10-23,0.0
2023-10-25,0.0
2023-10-27,0.0
2023-10-29,0.0
2023-10-31,17459.677823542108
2023-11-02,0.0
2023-11-04,0.0
2023-11-06,0.0
2023-11-08,0.0
2023-11-10,0.0
2023-11-12,0.0
2023-11-14,0.0
2023-11-16,0.0
2023-11-18,0.0
2023-11-20,0.0
2023-11-22,0.0
2023-11-24,0.0
2023-11-26,0.0
2023-11-28,-473.88402275988483
2023-11-30,0.0
2023-12-02,0.0
2023-12-04,0.0
2023-12-06,0.0
2023-12-08,0.0
2023-12-10,0.0
